15;1076547602;147.228.57.22;9403dd38873890693d49ca5389e0b72b;/;
14;1076549697;64.68.82.46;974e0d34d407ff7c040cb6e613059ed8;/dt/obr.php?id=4746;
17;1076549698;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/dt/?c=12678;http://www.shop7.cz/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=40
12;1076549708;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/znacka/?c=8;http://search.seznam.cz/search.cgi?w=Sony&mod=l-p-s-1-y-n&a=0
15;1076549711;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/param.php?id=110;
10;1076549712;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/dt/?c=13723;http://www.shop1.cz/ls/?id=4
11;1076549713;65.54.188.19;28e54b88e9b8d2c10f3e64dbb7b61118;/dt/obr.php?id=13120;
10;1076549715;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/ls/?id=4;http://www.shop1.cz/ct/?c=141
11;1076549719;65.54.188.19;5b576a6cafe6f27324a61383d325d96a;/dt/?c=1055&tisk=ano;
12;1076549720;194.108.14.34;a8b0753b517dc763ca6136011c5ea3f7;/poradna/;
15;1076549720;66.196.90.203;ed00f76696b2b76345e380b343660a26;/znacka/?c=80?&tisk=ano;
12;1076549720;65.54.188.34;56696a984e06807960d8fb6069a7fef4;/dt/cetelem.php?castka=162700&typ=deset;
12;1076549735;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/dt/?c=13144;http://www.shop3.cz/znacka/?c=8
14;1076549738;66.196.90.18;5fce6613838e043cede53cd41d765e90;/dt/glosar.php?id=51;
11;1076549738;65.54.188.19;d91bd00cce2b87b81ccd3ddb3676fc84;/dt/?c=4824&tisk=ano;
12;1076549741;194.108.14.34;a8b0753b517dc763ca6136011c5ea3f7;/poradna/?th=28095&ths=1;http://www.shop3.cz/poradna/
10;1076549746;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/ct/?c=141;http://www.shop1.cz/?
11;1076549750;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/;
10;1076549750;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/?;http://stereomag.cz/read_clanek.php?id_cl=1380
14;1076549768;66.196.90.223;86ac5f15b8ca000694e02ff58bec666d;/dt/?c=9080;
12;1076549774;65.54.188.34;a1095e7e55567a3d3bea2e8a3b87645f;/dt/?c=13607;
12;1076549775;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/ct/?c=159;http://www.shop3.cz/znacka/?c=8
11;1076549786;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/znacka/;http://www.shop2.cz/
17;1076549788;80.188.68.190;ae3425e3a1d3af17b04f6e15eafd9877;/;
17;1076549793;80.188.68.190;ae3425e3a1d3af17b04f6e15eafd9877;/ls/?id=154&sort=_35;http://www.shop7.cz/
14;1076549798;64.68.82.37;124d09407faee9374a6b7b03c3e52dab;/dt/?c=8930;
12;1076549801;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/ls/?id=40;http://www.shop3.cz/ct/?c=159
15;1076549807;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=4822;
14;1076549809;64.68.82.208;75b4262df1cf1ab552b8cc1896f3d726;/dt/obr.php?id=18816;
17;1076549813;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/dt/?c=12397;http://www.shop7.cz/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=40
15;1076549816;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/ls/index.php?&id=75&view=6,9,21,29&sort=,4&pozice=20;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
12;1076549818;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/dt/?c=13299;http://www.shop3.cz/ls/?id=40
17;1076549828;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=60;http://www.shop7.cz/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=40
15;1076549831;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/ls/index.php?&id=75&view=6,9,21,29&sort=,4;http://www.shop5.cz/ls/?id=75
12;1076549859;194.108.14.34;a8b0753b517dc763ca6136011c5ea3f7;/ct/?c=155;http://www.shop3.cz/poradna/
12;1076549864;194.108.14.34;a8b0753b517dc763ca6136011c5ea3f7;/ls/?id=33;http://www.shop3.cz/ct/?c=155
12;1076549867;194.108.14.34;a8b0753b517dc763ca6136011c5ea3f7;/ls/index.php?&id=33&view=6,23,24&filtr=102;http://www.shop3.cz/ls/?id=33
12;1076549871;194.108.14.34;a8b0753b517dc763ca6136011c5ea3f7;/dt/?c=15128;http://www.shop3.cz/ls/index.php?&id=33&view=6,23,24&filtr=102
12;1076549873;65.54.188.34;2561b53df9674813f89a51a83d4a66c2;/dt/?c=16237;
15;1076549899;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=11400;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
17;1076549899;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/dt/?c=14855;http://www.shop7.cz/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=60
15;1076549907;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/;
15;1076549908;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=14693;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
14;1076549914;64.68.82.137;012719eebee907f7cd4b38eed9a53843;/dt/obr.php?id=2799;
15;1076549915;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=12218;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
17;1076549920;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/dt/?c=15461;http://www.shop7.cz/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=60
15;1076549922;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=14692;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
14;1076549925;64.68.82.54;4cad43a66e0770fcda676f9f0f31b15e;/dt/obr.php?id=18620;
14;1076549929;65.54.188.29;dce5fd22fb6d3b3289ae6603066e8029;/dt/?c=3454&tisk=ano;
15;1076549929;66.196.90.60;312980b889630dea4b7adeb79f676e03;/poradna/?first=C;
12;1076549935;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/dt/?c=13303;http://www.shop3.cz/ls/?id=40
15;1076549937;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ct/?c=173;
14;1076549937;64.68.82.144;87701cdbff07ce0e2787d5fa17c5ae33;/poradna/index.php?th=7827&ths=1;
12;1076549944;66.196.90.240;b0703b0d72a713a332330b57bfacf5ed;/dt/obr.php?id=8720;
14;1076549946;65.54.188.29;39806f35f3cf1d7397ad0f60de055a20;/dt/prisl.php?id=8056;
11;1076549947;66.196.90.247;882b480ce60a879fe544789ab1ef03a5;/dt/?id=12845;
15;1076549948;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/?id=77;
14;1076549951;65.54.188.29;ba7c4593218124fdfb855d39eaf7f495;/dt/obr.php?id=2790;
14;1076549953;64.68.82.159;e47a94226e9df626cd99b460816bee24;/poradna/index.php?th=7818&ths=1;
15;1076549956;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=11400;
14;1076549960;64.68.82.44;295f3ad0450a9c6139db472451d72881;/dt/prisl.php?id=9007;
17;1076549961;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/;http://www.shop.cz/
17;1076549961;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/dt/?c=14796;http://www.shop7.cz/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=60
15;1076549964;217.229.63.181;791fde7c2ee3043e1e2113d4f165ac49;/dt/?c=14412;
17;1076549966;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?id=154&sort=_35;http://www.shop7.cz/
15;1076549968;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=14693;
12;1076549976;194.108.14.34;a8b0753b517dc763ca6136011c5ea3f7;/ct/?c=388;http://www.shop3.cz/ls/index.php?&id=33&view=6,23,24&filtr=102
12;1076549978;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/dt/obr.php?id=15834;
17;1076549979;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/preber.php;http://www.shop7.cz/ls/?id=154&sort=_35
17;1076549979;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?filtr=184&id=154&sort=_35&view=25,4,5,8,9,10,17;http://www.shop7.cz/ls/?id=154&sort=_35
12;1076549979;194.108.14.34;a8b0753b517dc763ca6136011c5ea3f7;/ls/?id=99;http://www.shop3.cz/ct/?c=388
15;1076549980;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=12218;
11;1076549984;131.107.137.37;6080979e095ca685c033feef44f55baa;/znacka/?c=68;
12;1076549985;194.108.14.34;a8b0753b517dc763ca6136011c5ea3f7;/dt/?c=14190;http://www.shop3.cz/ls/?id=99
15;1076549985;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/preber.php;
14;1076549986;64.68.82.27;1de7087ce3d1c6e55c75faed09abe6b4;/dt/obr.php?id=18656;
15;1076549987;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/?filtr=22&id=77&sort=&view=2,6,31;
15;1076549990;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/preber.php;
17;1076549992;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/dt/?c=12476;http://www.shop7.cz/ls/?filtr=184&id=154&sort=_35&view=25,4,5,8,9,10,17
15;1076549992;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/preber.php;
15;1076549993;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/preber.php;
15;1076549995;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/preber.php;
15;1076549997;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/preber.php;
15;1076549999;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/?filtr=77,78,226,68,79,67,22,25&id=77&sort=&view=2,6,31;
12;1076550000;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/ls/?id=40;http://www.shop3.cz/ct/?c=159
12;1076550001;194.108.14.34;a8b0753b517dc763ca6136011c5ea3f7;/dt/obr.php?id=16751;
17;1076550001;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?filtr=184&id=154&sort=_35&view=25,4,5,8,9,10,17;http://www.shop7.cz/ls/?id=154&sort=_35
17;1076550003;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/dt/?c=12475;http://www.shop7.cz/ls/?filtr=184&id=154&sort=_35&view=25,4,5,8,9,10,17
12;1076550004;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/ct/?c=159;http://www.shop3.cz/znacka/?c=8
15;1076550006;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/ls/index.php?&id=75&view=6,9,21,29&sort=,4&pozice=20;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
11;1076550008;66.196.90.247;0961895c8471bc2d238b47652857f0f6;/dt/?c=12845;
15;1076550009;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/ls/index.php?&id=75&view=6,9,21,29&sort=,4;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4&pozice=20
17;1076550011;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?filtr=184&id=154&sort=_35&view=25,4,5,8,9,10,17;http://www.shop7.cz/ls/?id=154&sort=_35
12;1076550013;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/znacka/?c=8;http://search.seznam.cz/search.cgi?w=Sony&mod=l-p-s-1-y-n&a=0
15;1076550016;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/?&id=77&view=2,6,31&filtr=77,78,226,68,79,67,22,25&pozice=20;
17;1076550020;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/preber.php;http://www.shop7.cz/ls/?filtr=184&id=154&sort=_35&view=25,4,5,8,9,10,17
17;1076550020;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?filtr=180,184&id=154&sort=_35&view=25,4,5,8,9,10,17;http://www.shop7.cz/ls/?filtr=184&id=154&sort=_35&view=25,4,5,8,9,10,17
15;1076550024;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=11398;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
15;1076550027;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=11399;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
17;1076550029;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/dt/?c=15594;http://www.shop7.cz/ls/?filtr=180,184&id=154&sort=_35&view=25,4,5,8,9,10,17
11;1076550031;62.24.77.25;2422dfe986fd1631c6473f3deabab399;/;http://ad2.billboard.cz/please/showit/8152/1/1/9/?typkodu=html&topmargin=0&leftmargin=0&ubl=en-us&ucc=x86&ucd=32&uce=true&udx=96&udy=96&usl=en-us&uje=true&uah=834&uaw=1152&ubd=0&uhe=864&ulx=96&uly=96&use=false&uto=-60&uui=0&uul=en-us&uwi=1152&href=http%3A//brigady.vzdelani.cz/%3Fdruh%3D18%26nazev%3DOstatn%25ED%252C+nespecifikov%25E1no%26limit_from%3D30&popis=ne&okraj=ne&bgcolor=ffffff&text=000000&link=0000ff&bust=0.7539891385741859&target=_blank
15;1076550032;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=11077;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
15;1076550037;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=12055;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
15;1076550040;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/?&id=77&view=2,6,31&filtr=77,78,226,68,79,67,22,25;
15;1076550042;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=11078;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
11;1076550043;62.24.77.25;2422dfe986fd1631c6473f3deabab399;/ct/?c=148;http://www.shop2.cz/
17;1076550043;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?filtr=180,184&id=154&sort=_35&view=25,4,5,8,9,10,17;http://www.shop7.cz/ls/?filtr=184&id=154&sort=_35&view=25,4,5,8,9,10,17
11;1076550049;62.24.77.25;2422dfe986fd1631c6473f3deabab399;/ct/?c=146;http://www.shop2.cz/ct/?c=148
15;1076550057;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/df/pridat.php?id=13697;
12;1076550057;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/dt/?c=13299;http://www.shop3.cz/ct/?c=159
15;1076550058;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/df/;
11;1076550060;62.24.77.25;2422dfe986fd1631c6473f3deabab399;/ls/?id=12;http://www.shop2.cz/ct/?c=146
11;1076550068;62.24.77.25;2422dfe986fd1631c6473f3deabab399;/dt/?c=10354;http://www.shop2.cz/ls/?id=12
12;1076550069;65.54.188.34;d7319e1550200b59910c914fce211ed2;/dt/obr.php?id=10169;
17;1076550074;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/preber.php;http://www.shop7.cz/ls/?filtr=180,184&id=154&sort=_35&view=25,4,5,8,9,10,17
17;1076550074;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?filtr=180,184,204&id=154&sort=_35&view=25,4,5,8,9,10,17;http://www.shop7.cz/ls/?filtr=180,184&id=154&sort=_35&view=25,4,5,8,9,10,17
16;1076550076;62.24.87.107;41d18950460d4922b7eafa62c1919b89;/;http://mobil.idnes.cz/mobilni_komunikace/mobilni_technologie/bluetooth/nokiabluetoothdira040211.html
17;1076550078;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/preber.php;http://www.shop7.cz/ls/?filtr=180,184,204&id=154&sort=_35&view=25,4,5,8,9,10,17
17;1076550078;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?filtr=180,204&id=154&sort=_35&view=25,4,5,8,9,10,17;http://www.shop7.cz/ls/?filtr=180,184,204&id=154&sort=_35&view=25,4,5,8,9,10,17
15;1076550079;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/?&id=77&view=2,6,31&filtr=77,78,226,68,79,67,22,25;
17;1076550086;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/dt/?c=12724;http://www.shop7.cz/ls/?filtr=180,204&id=154&sort=_35&view=25,4,5,8,9,10,17
12;1076550092;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/ls/?id=39;http://www.shop3.cz/ct/?c=159
11;1076550102;66.14.152.224;6cdec30e5d4c45da94c8d1a0a979f33a;/znacka/?c=152;http://search.yahoo.com/search?p=canton+audio&ei=UTF-8&fr=fp-tab-web-t&cop=mss&tab=
12;1076550103;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/dt/?c=13539;http://www.shop3.cz/ls/?id=39
17;1076550107;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?filtr=180,204&id=154&sort=_35&view=25,4,5,8,9,10,17;http://www.shop7.cz/ls/?filtr=180,184,204&id=154&sort=_35&view=25,4,5,8,9,10,17
16;1076550109;62.24.87.107;41d18950460d4922b7eafa62c1919b89;/ls/?id=139;http://www.shop6.cz/
17;1076550112;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?id=156&sort=_11;http://www.shop7.cz/ls/?filtr=180,204&id=154&sort=_35&view=25,4,5,8,9,10,17
16;1076550116;62.24.87.107;41d18950460d4922b7eafa62c1919b89;/ls/preber.php;http://www.shop6.cz/ls/?id=139
16;1076550116;62.24.87.107;41d18950460d4922b7eafa62c1919b89;/ls/?filtr=135&id=139&sort=&view=11,4,7,8,13,23,42;http://www.shop6.cz/ls/?id=139
12;1076550122;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/ct/?c=160;http://www.shop3.cz/ls/?id=39
16;1076550131;66.196.72.74;5e3d88da28cd1fbe5dfd84a65d3a724b;/dt/?c=9658;
12;1076550132;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/dt/?c=9875;http://www.shop3.cz/ct/?c=160
10;1076550134;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
17;1076550136;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/dt/?c=12408;http://www.shop7.cz/ls/?id=156&sort=_11
14;1076550156;64.68.82.37;679cbce74c932672ad3a2a4afc9705e1;/dt/?c=3673&tisk=ano;
15;1076550168;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=11398;
12;1076550170;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/ct/?c=159;http://www.shop3.cz/dt/?c=9875
14;1076550170;64.68.82.137;a55a295f80641a47a24035dd6f5c792b;/dt/?c=8933;
15;1076550173;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=11399;
12;1076550174;212.71.189.167;89721dce4c25a0d6b3eb268cbf1c873f;/znacka/?&pozice=40&c=125;http://www.google.com/search?q=Pioneer+S-V310-QL&ie=UTF-8&oe=UTF-8&hl=cs&btnG=Vyhledat+Googlem&lr=lang_cs
14;1076550175;64.68.82.137;a0c2f2fc3957c506c4f866f5c2c9f29f;/dt/obr.php?id=10811;
15;1076550176;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=11077;
17;1076550177;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?id=156&sort=_11;http://www.shop7.cz/ls/?filtr=180,204&id=154&sort=_35&view=25,4,5,8,9,10,17
15;1076550177;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/dt/?c=13697;
14;1076550178;64.68.82.55;091e7b4ac1027949fce1b178d45eae95;/dt/obr.php?id=3395;
10;1076550178;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/?;http://stereomag.cz/read_clanek.php?id_cl=1380
12;1076550179;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/ls/?id=40;http://www.shop3.cz/ct/?c=159
14;1076550182;64.68.82.199;0db0e90ea5cfe5aa0b0492127b992fb5;/dt/obr.php?id=4521;
15;1076550183;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=12055;
11;1076550186;66.196.90.141;12d7dbb87ed5ba8d934aac85ef9bea57;/dt/?id=12831;
11;1076550187;66.196.90.141;75587485f584c93a3cb847da75566300;/dt/?c=12831;
15;1076550190;217.229.63.181;791fde7c2ee3043e1e2113d4f165ac49;/dt/?c=14690;
15;1076550190;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=11078;
12;1076550191;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/dt/?c=4940;http://www.shop3.cz/ls/?id=40
10;1076550192;131.107.137.37;6b6b1a3832ea3b6828c0913c656299af;/dt/?c=1402;
14;1076550193;66.196.72.37;2c5887fe419aa63b520f747adfe78c40;/znacka/?id=66;
17;1076550195;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/dt/?c=12407;http://www.shop7.cz/ls/?id=156&sort=_11
12;1076550204;81.172.155.70;71af0ae7bebf309c179a56edd4fa36be;/dt/?c=9289;http://www.google.com/search?q=Sony+Digital-8+video+camera+DCR-TRV245+&hl=en&lr=&ie=UTF-8&oe=UTF-8&start=10&sa=N
12;1076550207;212.71.189.167;89721dce4c25a0d6b3eb268cbf1c873f;/dt/?c=14512;http://www.shop3.cz/znacka/?&pozice=40&c=125
11;1076550208;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/znacka/;http://www.shop2.cz/
11;1076550210;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/;
17;1076550216;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?id=156&sort=_11;http://www.shop7.cz/ls/?filtr=180,204&id=154&sort=_35&view=25,4,5,8,9,10,17
16;1076550217;65.54.188.42;e033dfe8d7c38fd1065f4994452b0cb1;/dt/?c=9832&tisk=ano&tisk=ano;
15;1076550221;147.32.88.8;000b5be8517a24fd95e96648508f9cee;/txt/?c=745;http://search1.seznam.cz/search.cgi?mod=k-p-y&w=new+york,+new+york+mp3
11;1076550222;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/;
10;1076550222;64.68.82.10;799db298a23e317d70856488686f8a6d;/dt/prisl.php?id=7544;
17;1076550227;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/dt/?c=12414;http://www.shop7.cz/ls/?id=156&sort=_11
15;1076550232;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/ls/index.php?&id=75&view=6,9,21,29&sort=,4;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4&pozice=20
12;1076550241;212.71.185.17;f44ca3181f5b479bb1878370fc99d9fd;/dt/?c=4941;http://www.shop3.cz/ls/?id=40
12;1076550242;66.77.73.89;99267bc5853b7db1317fba4d28f1d8bb;/;
12;1076550243;212.71.189.167;89721dce4c25a0d6b3eb268cbf1c873f;/dt/?c=14517;http://www.shop3.cz/znacka/?&pozice=40&c=125
14;1076550245;194.228.146.18;6cfa658f6d6343d6c23aa3970c961713;/ls/sety.php?id=164;http://www.shop4.cz/
11;1076550246;194.213.203.181;5fcd5a06b6df92b6bae8b84d486d9a91;/akce/;http://www.slevy.cz/
15;1076550247;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/ls/index.php?&id=75&view=6,9,21,29&sort=,4&pozice=20;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
12;1076550252;195.47.114.32;043168d477815a66b85d49d66179f169;/;http://www.stereomag.cz/quido.php?category_id=30&dev_id=1485&act=detail&mode=
15;1076550253;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=14685;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4&pozice=20
11;1076550254;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/ct/?c=148;http://www.shop2.cz/
17;1076550255;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?id=156&sort=_11;http://www.shop7.cz/ls/?filtr=180,204&id=154&sort=_35&view=25,4,5,8,9,10,17
14;1076550256;194.228.146.18;6cfa658f6d6343d6c23aa3970c961713;/dt/?c=16361;http://www.shop4.cz/ls/sety.php?id=164
15;1076550259;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/ls/index.php?&id=75&view=6,9,21,29&sort=,4;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4&pozice=20
11;1076550262;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/ls/?id=20;http://www.shop2.cz/ct/?c=148
12;1076550264;195.47.114.32;043168d477815a66b85d49d66179f169;/ct/?c=153;http://www.shop3.cz/
12;1076550269;212.71.189.167;89721dce4c25a0d6b3eb268cbf1c873f;/df/pridat.php?id=14517;http://www.shop3.cz/dt/?c=14517
12;1076550269;212.71.189.167;89721dce4c25a0d6b3eb268cbf1c873f;/dt/?c=14517;http://www.shop3.cz/dt/?c=14517
17;1076550271;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/dt/?c=12409;http://www.shop7.cz/ls/?id=156&sort=_11
11;1076550272;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/ls/preber.php;http://www.shop2.cz/ls/?id=20
11;1076550272;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/ls/?filtr=80&id=20&sort=&view=1,2,3,8;http://www.shop2.cz/ls/?id=20
17;1076550277;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/ls/?id=156&sort=_11;http://www.shop7.cz/ls/?filtr=180,204&id=154&sort=_35&view=25,4,5,8,9,10,17
11;1076550282;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/ls/preber.php;http://www.shop2.cz/ls/?filtr=80&id=20&sort=&view=1,2,3,8
11;1076550283;212.65.196.1;19f3a8450914a2fc25ab82aa39bd331f;/ls/?filtr=80,22&id=20&sort=&view=1,2,3,8;http://www.shop2.cz/ls/?filtr=80&id=20&sort=&view=1,2,3,8
17;1076550284;213.151.91.88;b9c5fdf2c7a2e4be1abaecf27b36c9b9;/dt/?c=15392;http://www.shop7.cz/ls/?id=156&sort=_11
12;1076550284;195.47.114.32;043168d477815a66b85d49d66179f169;/ls/?id=30;http://www.shop3.cz/ct/?c=153
15;1076550287;160.218.96.129;3d06f2b0a18483e5c2d1343c9080d31d;/ls/?&id=77&view=2,6,31&filtr=77,78,226,68,79,67,22,25;
