14;1074978002;195.70.128.222;44a9ee3fb35d37ca22a60a7b326f069f;/;http://www.caramba.cz/page.php?PgID=3
12;1074980054;160.218.40.12;180b0db4087aa4ebc706b13f8b80b6df;/findf/?full=Kiss;http://www.shop3.cz
11;1074980055;213.220.199.135;3e38a6af7ab461679d361fce48334fd8;/onakupu/;http://www.shop2.cz/
14;1074980048;62.177.101.146;71e70b9a0f64bb195e91f0cca3d712fb;/dt/?c=2214;http://www.shop4.cz/ls/index.php?&id=51&view=1,2,3,4,6,21,10&sort=,4
16;1074980056;213.235.64.46;32b2e0b63247a89e69f3fabd40af1ef5;/dt/obr.php?id=17547;
15;1074980055;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/?filtr=70,16,8,25&id=75&sort=&view=6,9,21,29;http://www.shop5.cz/ls/?filtr=16,8,25&id=75&sort=&view=6,9,21,29
12;1074980056;81.30.235.133;b3c536680f9ed54d7c1a00e526d13825;/dt/?c=11737;http://www.shop3.cz/ls/?filtr=8&id=33&sort=&view=6,23,24
12;1074980055;160.218.40.28;4043192aa4881339f49573356326ec9d;/findf/?full=ok-line&x=12&y=13;
11;1074980058;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/dt/?c=14678;http://www.shop2.cz/ls/?&id=36&view=2,4,5&pozice=40
10;1074980059;213.210.179.27;b9c099197d63cd3fb67b33d7caf63c32;/ct/?c=143;http://www.shop1.cz/ct/?c=141
10;1074980060;62.84.131.158;6635a21c68553a1603e2dd40d51103d7;/poradna/index.php?th=25373&ths=1;
12;1074980058;194.228.171.173;04f96012314fa0da06b171ad7fab38df;/dt/?c=7797;http://www.shop3.cz/dt/?c=14540
14;1074980058;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&pozice=40;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&pozice=60
14;1074980061;82.202.9.21;3569de1c1691992fa1dc084307676164;/poradna/?th=24806&ths=1;http://www.shop4.cz/poradna/?&pozice=40
16;1074980063;213.151.91.18;189ae421fa34b85cd64bb5a028debf4d;/findf/?full=Siemens%20M35i;http://mobil.idnes.cz/mobil_p1.html?z1=1181&z2=1082&z3=&z4=&z5=&z6=&akcicka=zakladni&akce=detail
11;1074980066;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/dt/?c=8019;http://www.shop2.cz/ls/?&id=36&view=2,4,5&pozice=40
12;1074980064;160.218.208.181;d9fc8e7bd92be02f23087bc0c88388fb;/akce/;http://www.shop3.cz/
16;1074980068;213.235.64.46;32b2e0b63247a89e69f3fabd40af1ef5;/dt/obr.php?id=17459;
12;1074980068;81.30.235.133;b3c536680f9ed54d7c1a00e526d13825;/ls/preber.php;http://www.shop3.cz/ls/?filtr=8&id=33&sort=&view=6,23,24
12;1074980068;81.30.235.133;b3c536680f9ed54d7c1a00e526d13825;/ls/?filtr=&id=33&sort=&view=6,23,24;http://www.shop3.cz/ls/?filtr=8&id=33&sort=&view=6,23,24
10;1074980069;213.210.179.27;b9c099197d63cd3fb67b33d7caf63c32;/ct/?c=141;http://www.shop1.cz/ct/?c=143
14;1074980067;62.177.104.74;0508585e51fc4b2c8e95b533527797a1;/dt/?c=9122;http://www.shop4.cz/ls/?&id=59&view=1,2,3,4,5,6,11,12&pozice=20
12;1074980070;81.30.235.133;b3c536680f9ed54d7c1a00e526d13825;/ls/preber.php;http://www.shop3.cz/ls/?filtr=&id=33&sort=&view=6,23,24
14;1074980069;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/dt/?c=11136;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&pozice=40
12;1074980070;81.30.235.133;b3c536680f9ed54d7c1a00e526d13825;/ls/?filtr=103&id=33&sort=&view=6,23,24;http://www.shop3.cz/ls/?filtr=&id=33&sort=&view=6,23,24
16;1074980071;81.30.225.254;0eb93c22b3182d3fea4c994a30fe0c5a;/dt/obr.php?id=18265;
12;1074979982;160.218.40.10;c3de072e2bd95930717b3ea679c36942;/dt/?c=13346;http://www.shop3.cz/ls/?filtr=14&id=30&sort=&view=1,3,25,4,5&p_25=ano&p_4=ano&p_28=ano
11;1074980074;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/dt/obr.php?id=9084;
10;1074980041;195.47.9.108;147bcef82abee922bbc520b119b91e20;/ls/?filtr=5,8&id=3&sort=&view=1,9,11,29,35;http://www.shop1.cz/ls/?filtr=8&id=3&sort=&view=1,9,11,29,35
12;1074980076;81.30.235.133;b3c536680f9ed54d7c1a00e526d13825;/dt/?c=7679;http://www.shop3.cz/ls/?filtr=103&id=33&sort=&view=6,23,24
14;1074980078;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/dt/obr.php?id=3120;
14;1074980078;80.188.181.162;98e61918787b3ae502128e144914a551;/dt/?c=10714;http://www.shop4.cz/ls/?filtr=29&id=46&sort=&view=1,2,3,6,4,16,5,12
10;1074980080;62.84.131.158;af2bc239ed529b769ac87aeb8fb4ca95;/poradna/?th=25032&ths=1;
14;1074980075;212.20.121.138;7e0005a7f50ec6196b48dd0fd942801b;/dt/?c=9755;http://www.shop4.cz/ls/?filtr=36&id=46&sort=&view=1,2,3,6,4,16,5,12
14;1074980080;80.188.181.162;98e61918787b3ae502128e144914a551;/dt/?c=10070;http://www.shop4.cz/ls/?filtr=29&id=46&sort=&view=1,2,3,6,4,16,5,12
11;1074980081;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/dt/obr.php?id=9085;
15;1074980080;212.90.242.150;8c8ca619f95b96da0b74a9b516b177bd;/ls/?id=76;http://www.shop5.cz/dt/?c=11629
14;1074980078;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/dt/?c=11409;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&pozice=40
12;1074980082;194.228.131.104;f71dc74187a6e4b807b680afa607e9cd;/ls/?id=38;http://www.shop3.cz/ct/?c=158
15;1074980086;62.245.74.133;efea59ee5c5eeb97250229097fc9fbac;/;http://www.google.com/search?q=MP3+p%C5%99ehr%C3%A1va%C4%8De&ie=UTF-8&oe=UTF-8&hl=cs&lr=
14;1074980087;212.11.116.208;5834c601db07ed7ddc1367526882c964;/ls/?&view=1%2C2%2C3%2C4%2C6%2C18%2C22%2C23%2C24%2C15&id=50&sort=%2C4&;http://www.shop4.cz/setp/?&id=50&view=1,2,3,4,6,22,23,24,15,17&sort=,4
15;1074980086;212.90.242.150;8c8ca619f95b96da0b74a9b516b177bd;/dt/?c=11401;http://www.shop5.cz/ls/?filtr=8&id=75&sort=&view=6,9,21,29
14;1074980089;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/dt/obr.php?id=3119;
15;1074980059;194.108.237.251;e7b489c2482b9962fc68332ef1ef26d1;/dt/?c=9891;
14;1074980086;160.218.40.7;e2ac6d3598e49968348622689312bf1e;/setp/?&id=143&view=1,2,5,8,9;http://www.shop4.cz/ls/?id=143
12;1074980089;194.228.131.104;f71dc74187a6e4b807b680afa607e9cd;/ls/index.php?&id=38&view=2,3&filtr=14;http://www.shop3.cz/ls/?id=38
15;1074980093;212.90.242.150;8c8ca619f95b96da0b74a9b516b177bd;/znacka/?c=80;http://www.shop5.cz/
10;1074980093;194.228.131.52;2880d1c37b2e7d9eb6e2c4a5e081685f;/ct/?c=141;
10;1074980089;194.228.178.213;8f7bbc0a9ab826833fe36f3f529b9e59;/ls/?id=3;http://www.shop1.cz/ct/?c=141
14;1074980094;160.218.40.12;929e167df09acec8273bd6940c0bd940;/findp/preber3.php;http://www.shop4.cz/findp/?akce=10&p_9=300&p_9_=>&p_10=kovov%E9+teleskopick%E9&p_11=HEPA+omyvateln%FD&p_13=posuvn%E1&id=101&&aktul=1
14;1074980095;80.188.181.162;98e61918787b3ae502128e144914a551;/dt/glosar.php?id=312;http://www.shop4.cz/dt/?c=10070
15;1074980095;62.245.74.133;0e3dd12f994dbcfa9e9d1a996d4e3e55;/ls/?id=75;http://www.shop5.cz/
11;1074980097;160.218.40.10;2455dd8fa0da3edb171beb77c0444e51;/kosik/pridat.php?id=9506&zbozi=9825;http://www.shop2.cz/kosik/index.php?
12;1074980088;160.218.40.12;180b0db4087aa4ebc706b13f8b80b6df;/dt/?c=14008;http://www.shop3.cz/findf/?full=Kiss
14;1074980094;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/dt/?c=14612;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&pozice=40
12;1074980094;160.218.208.181;d9fc8e7bd92be02f23087bc0c88388fb;/dt/?c=12807;http://www.shop3.cz/akce/
15;1074980098;62.245.74.133;b8d988528b93bb3ee09312ef09d3e854;/ls/?id=77;http://www.shop5.cz/ls/?id=75
10;1074980100;62.84.131.158;816c748631f566e51edd4b356c04fd8c;/poradna/?th=25154&ths=1;
12;1074980081;160.218.40.12;180b0db4087aa4ebc706b13f8b80b6df;/dt/?c=14972;http://www.shop3.cz/findf/?full=Kiss
11;1074980098;160.218.40.10;2455dd8fa0da3edb171beb77c0444e51;/kosik/index.php?;http://www.shop2.cz/kosik/index.php?
10;1074980103;212.20.104.175;e99cbf7336eec2cf69c06808da76e906;/;
11;1074980106;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/dt/obr.php?id=9086;
12;1074980106;212.65.233.31;c065ad2a1d8fca49f44b752f9bc61b8c;/obchody-elektro/;http://www.shop3.cz/ls/?id=129
15;1074980107;209.237.238.174;75cf1c3549c977183d8b3f75f5fce648;/dt/?c=13763;
10;1074980105;212.11.96.53;7bde2f1f5727b9e3871682b8b5338a47;/;http://obchody.atlas.cz/foto-kino_optika/digitalni_fotoaparaty/
12;1074980109;160.218.150.89;08e94dd98a55781ccf182b2c05926ae1;/dt/prisl.php?id=9508;
14;1074980107;62.177.104.74;0508585e51fc4b2c8e95b533527797a1;/dt/?c=11468;http://www.shop4.cz/ls/?&id=59&view=1,2,3,4,5,6,11,12&pozice=20
12;1074980110;160.218.40.28;4043192aa4881339f49573356326ec9d;/obchody-elektro/;
12;1074980111;194.108.232.219;00d18c02fa74bee8787cf293cf46355d;/dt/?c=14522;http://www.shop3.cz/ls/?filtr=125,8&id=90&sort=&view=6,4,3
15;1074980112;62.245.74.133;e5986033df280878ca0e02ee30f09133;/ls/?&id=77&view=2,6,31&pozice=20;http://www.shop5.cz/ls/?id=77
14;1074980110;212.11.116.208;5834c601db07ed7ddc1367526882c964;/dt/?c=5059;http://www.shop4.cz/ls/?&view=1%2C2%2C3%2C4%2C6%2C18%2C22%2C23%2C24%2C15&id=50&sort=%2C4&
14;1074980112;62.104.219.68;8ed37a331a2bfc6da255e6b904bf548f;/;http://hry-zdarma.mosw.com/abandonware/index.php?cat=889&usid=1870808
12;1074980110;194.228.171.173;04f96012314fa0da06b171ad7fab38df;/dt/?c=12954;http://www.shop3.cz/dt/?c=14540
14;1074980110;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/dt/?c=16070;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&pozice=40
11;1074980113;160.218.40.10;2455dd8fa0da3edb171beb77c0444e51;/;http://www.shop2.cz/kosik/index.php?
12;1074980121;80.188.59.3;2ec48a1247a7ae689bbfcf13064b1e58;/dt/prisl.php?id=11437;
10;1074980122;62.84.131.158;fc53ba3161cea8db3fd6c3c6c8318903;/poradna/index.php?th=25862&ths=1;
10;1074980121;212.20.104.175;e99cbf7336eec2cf69c06808da76e906;/ct/?c=141;http://shop1.cz
12;1074980118;194.228.186.33;856256473c015954f1dc8303433de8fa;/;http://www.shop.cz/
10;1074980123;194.228.141.10;5a6ca9cdfb63858617917710d32147e2;/;
15;1074980122;80.188.170.212;58fbcb8e06cb275bffd0139bef893f9f;/dt/?c=6780;
14;1074980125;212.11.116.208;5834c601db07ed7ddc1367526882c964;/dt/param.php?id=4;
10;1074980126;194.228.178.213;8f7bbc0a9ab826833fe36f3f529b9e59;/df/pridat.php?id=13721;http://www.shop1.cz/ls/?id=3
12;1074980127;80.188.59.3;2ec48a1247a7ae689bbfcf13064b1e58;/dt/prisl.php?id=7062;
14;1074980124;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/dt/?c=13657;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&pozice=40
10;1074980127;212.20.104.175;e99cbf7336eec2cf69c06808da76e906;/ct/?c=141;http://shop1.cz/ct/?c=141
12;1074980124;160.218.40.12;180b0db4087aa4ebc706b13f8b80b6df;/dt/?c=9869;http://www.shop3.cz/akce/
14;1074980101;160.218.40.12;929e167df09acec8273bd6940c0bd940;/ls/?&p_4=ano&p_9=300&p_9_=>&p_10=kovov%E9+teleskopick%E9&p_11=HEPA+omyvateln%FD&p_13=posuvn%E1&id=101&&aktul=1;http://www.shop4.cz/findp/?akce=10&p_9=300&p_9_=>&p_10=kovov%E9+teleskopick%E9&p_11=HEPA+omyvateln%FD&p_13=posuvn%E1&id=101&&aktul=1
10;1074980129;193.85.243.20;0909e91c8b9378d7a8e07857400217c6;/;
12;1074980128;194.228.131.104;f71dc74187a6e4b807b680afa607e9cd;/dt/?c=9825;http://www.shop3.cz/ls/index.php?&id=38&view=2,3&filtr=14
10;1074980129;212.65.233.31;e47ee65b9742f078893a15ec5b85f457;/;http://www.shop3.cz/obchody-elektro/
11;1074980131;62.245.74.133;0e297e3690737a3a730902476bfa3cbc;/ct/?c=173;http://www.google.com/search?q=MP3+p%C5%99ehr%C3%A1va%C4%8De&ie=UTF-8&oe=UTF-8&hl=cs&lr=
10;1074980127;194.228.178.213;8f7bbc0a9ab826833fe36f3f529b9e59;/ls/?id=3;http://www.shop1.cz/ls/?id=3
12;1074980132;80.188.59.3;2ec48a1247a7ae689bbfcf13064b1e58;/dt/prisl.php?id=11437;
10;1074980133;212.20.104.175;e99cbf7336eec2cf69c06808da76e906;/ls/?id=3;http://shop1.cz/ct/?c=141
17;1074980135;194.228.175.119;64746f5bdb91704e24f251cf3dcf297b;/ls/?id=150&sort=_12;http://www.shop7.cz/splatky/
12;1074980137;66.196.72.79;924c13bb3b18d906124fef55290d2dc1;/findp/?id=99;
12;1074980139;194.108.232.219;00d18c02fa74bee8787cf293cf46355d;/ls/preber.php;http://www.shop3.cz/ls/?filtr=125,8&id=90&sort=&view=6,4,3
12;1074980139;80.188.59.3;2ec48a1247a7ae689bbfcf13064b1e58;/dt/prisl.php?id=7062;
12;1074980139;194.108.232.219;00d18c02fa74bee8787cf293cf46355d;/ls/?filtr=14,125,8&id=90&sort=&view=6,4,3;http://www.shop3.cz/ls/?filtr=125,8&id=90&sort=&view=6,4,3
12;1074980139;160.218.40.28;4043192aa4881339f49573356326ec9d;/;
12;1074980141;194.108.232.219;00d18c02fa74bee8787cf293cf46355d;/ls/index.php?&id=90&view=6,4,3&filtr=125;http://www.shop3.cz/ls/?filtr=14,125,8&id=90&sort=&view=6,4,3
10;1074980143;62.84.131.158;9b3dea39c6152b9be67fe687e20c7bf6;/poradna/index.php?th=25962&ths=1;
14;1074980141;194.228.133.103;232764044ff68d10241ffc25a59e89ca;/akce/;http://www.shop4.cz/ct/?c=167
10;1074980109;195.47.9.108;147bcef82abee922bbc520b119b91e20;/dt/?c=222;http://www.shop1.cz/ls/?filtr=5,8&id=3&sort=&view=1,9,11,29,35
10;1074980144;212.20.104.175;e99cbf7336eec2cf69c06808da76e906;/findp/;http://shop1.cz/ls/?id=3
10;1074980144;212.20.104.175;e99cbf7336eec2cf69c06808da76e906;/findp/strom.php?;http://shop1.cz/ls/?id=3
12;1074980145;194.108.232.219;00d18c02fa74bee8787cf293cf46355d;/ls/preber.php;http://www.shop3.cz/ls/index.php?&id=90&view=6,4,3&filtr=125
12;1074980145;194.108.232.219;00d18c02fa74bee8787cf293cf46355d;/ls/?filtr=14,125&id=90&sort=&view=6,4,3;http://www.shop3.cz/ls/index.php?&id=90&view=6,4,3&filtr=125
15;1074980146;80.188.170.212;58fbcb8e06cb275bffd0139bef893f9f;/dt/?c=14412;
10;1074980145;212.65.233.31;e47ee65b9742f078893a15ec5b85f457;/ct/?c=141;http://www.shop1.cz/
10;1074980147;213.235.137.71;112edbf78316139ded781150a51867f8;/ls/?&id=3&view=1,9,11,29,35&pozice=40;http://www.shop1.cz/ls/?&id=3&view=1,9,11,29,35&pozice=20
12;1074980147;194.228.171.173;04f96012314fa0da06b171ad7fab38df;/ct/?c=457;http://www.shop3.cz/dt/?c=14540
14;1074980151;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/dt/?c=11410;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&pozice=40
10;1074980152;212.20.104.175;e99cbf7336eec2cf69c06808da76e906;/findp/?id=3;http://shop1.cz/findp/strom.php?
10;1074980155;212.65.233.31;e47ee65b9742f078893a15ec5b85f457;/ls/?id=3;http://www.shop1.cz/ct/?c=141
12;1074980155;194.108.232.219;00d18c02fa74bee8787cf293cf46355d;/dt/?c=10693;http://www.shop3.cz/ls/?filtr=14,125&id=90&sort=&view=6,4,3
11;1074980157;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/znacka/?c=89;http://www.shop2.cz/dt/?c=8019
12;1074980156;81.30.235.133;b3c536680f9ed54d7c1a00e526d13825;/dt/?c=7680;http://www.shop3.cz/ls/?filtr=103&id=33&sort=&view=6,23,24
14;1074980157;62.245.79.103;1b84ee689613710e37168246f658eabb;/znacka/?c=164;
14;1074980156;82.202.9.21;3569de1c1691992fa1dc084307676164;/poradna/?th=24770&ths=1;http://www.shop4.cz/poradna/?&pozice=40
12;1074980158;194.228.171.173;04f96012314fa0da06b171ad7fab38df;/ls/?id=130;http://www.shop3.cz/ct/?c=457
10;1074980159;212.96.170.138;d8eeb734824b3e861d4b5b7074e50225;/dt/?c=9696;http://www.shop1.cz/
15;1074980162;66.196.72.54;e3867fef530f3c8c9ba39dd9d9623ee9;/?&pozice=140;
10;1074980163;62.84.131.158;f9b16d218a9d5fe5f83c43330e0b76b3;/poradna/index.php?th=25271&ths=1;
14;1074980163;62.177.104.74;0508585e51fc4b2c8e95b533527797a1;/dt/?c=11467;http://www.shop4.cz/ls/?&id=59&view=1,2,3,4,5,6,11,12&pozice=20
15;1074980164;194.228.79.34;a35471062bb9d332e15c7ea558c05a65;/;http://search.seznam.cz/search.cgi?w=Mp3&mod=l-p-s-1-y-n&a=0
12;1074980164;194.228.171.173;04f96012314fa0da06b171ad7fab38df;/ct/?c=153;http://www.shop3.cz/ls/?id=130
12;1074980168;160.218.150.89;08e94dd98a55781ccf182b2c05926ae1;/dt/prisl.php?id=9504;
14;1074980165;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&filtr=14;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&pozice=40
11;1074980168;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/dt/?c=8019;http://www.shop2.cz/ls/?&id=36&view=2,4,5&pozice=40
12;1074980166;160.218.208.181;d9fc8e7bd92be02f23087bc0c88388fb;/akce/?kat=51;http://www.shop3.cz/akce/
11;1074980172;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/ls/?&id=36&view=2,4,5&pozice=40;http://www.shop2.cz/ls/?&id=36&view=2,4,5&pozice=20
15;1074980171;194.228.77.103;3c8e74a4fcbdad836d2c9ce4dbff71dd;/;
14;1074980172;212.11.116.208;5834c601db07ed7ddc1367526882c964;/ls/?&view=1%2C2%2C3%2C4%2C6%2C18%2C22%2C23%2C24%2C15&id=50&sort=%2C4&;http://www.shop4.cz/setp/?&id=50&view=1,2,3,4,6,22,23,24,15,17&sort=,4
15;1074980172;80.188.170.212;58fbcb8e06cb275bffd0139bef893f9f;/dt/?c=11404;
12;1074980175;194.228.171.173;04f96012314fa0da06b171ad7fab38df;/ls/?id=29;http://www.shop3.cz/ct/?c=153
14;1074980176;82.202.9.21;3569de1c1691992fa1dc084307676164;/poradna/?th=24747&ths=1;http://www.shop4.cz/poradna/?&pozice=40
14;1074980177;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/dt/?c=4333;http://www.shop4.cz/ls/?&p_14=%9E%E1rovka&p_10=b%EDl%E1&p_15=3&p_15_=>&p_18=horn%ED%2Fzadn%ED&p_19=ano&id=72&sort=%2C4&view=1%2C2%2C3%2C4%2C6%2C8%2C10&&aktul=0
17;1074980176;194.228.175.119;64746f5bdb91704e24f251cf3dcf297b;/dt/?c=12750;http://www.shop7.cz/ls/?id=150&sort=_12
12;1074980173;160.218.40.10;c3de072e2bd95930717b3ea679c36942;/poradna/?th=16446&ths=1;
11;1074980178;212.90.228.75;b254b0b92afb0c96a412ad4935964b5c;/;
10;1074980183;62.84.131.161;f675992906cedfb347326ba83afd5b05;/poradna/index.php?th=25511&ths=1;
14;1074980185;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/ct/?c=169;http://www.shop4.cz/dt/?c=4333
14;1074980184;62.177.74.158;3ad2131e64d10809cd778f5baf3a1b99;/dt/?c=11721;http://www.shop4.cz/dt/?c=11721
11;1074980187;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/dt/?c=14810;http://www.shop2.cz/ls/?&id=36&view=2,4,5&pozice=40
10;1074980189;212.65.233.31;e47ee65b9742f078893a15ec5b85f457;/ls/preber.php;http://www.shop1.cz/ls/?id=3
11;1074980190;212.90.228.75;b254b0b92afb0c96a412ad4935964b5c;/ct/?c=146;http://www.shop2.cz/
15;1074980189;80.188.170.212;58fbcb8e06cb275bffd0139bef893f9f;/dt/?c=11076;
10;1074980190;212.65.233.31;e47ee65b9742f078893a15ec5b85f457;/ls/?filtr=8&id=3&sort=&view=1,9,11,29,35;http://www.shop1.cz/ls/?id=3
12;1074980191;194.228.171.173;04f96012314fa0da06b171ad7fab38df;/dt/?c=9480;http://www.shop3.cz/ls/?id=29
11;1074980193;212.90.228.75;b254b0b92afb0c96a412ad4935964b5c;/ls/?id=12;http://www.shop2.cz/ct/?c=146
15;1074980193;212.90.242.150;8c8ca619f95b96da0b74a9b516b177bd;/dt/?c=5277;http://www.shop5.cz/znacka/?c=80
12;1074980195;194.108.232.219;00d18c02fa74bee8787cf293cf46355d;/ls/sety.php?id=166;http://www.shop3.cz/dt/?c=10693
15;1074980196;194.228.77.103;3c8e74a4fcbdad836d2c9ce4dbff71dd;/akce/;http://www.shop5.cz/
12;1074980196;160.218.150.89;08e94dd98a55781ccf182b2c05926ae1;/dt/prisl.php?id=9506;
14;1074980195;212.11.116.208;5834c601db07ed7ddc1367526882c964;/ls/?id=51;http://www.shop4.cz/ls/?&view=1%2C2%2C3%2C4%2C6%2C18%2C22%2C23%2C24%2C15&id=50&sort=%2C4&
15;1074980197;80.188.170.212;58fbcb8e06cb275bffd0139bef893f9f;/ls/?&id=75&view=6,9,21,29&pozice=40;
14;1074980198;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/ct/?c=504;http://www.shop4.cz/ls/index.php?&id=70&view=1,2,3,4,7,11,16&sort=,26&filtr=14
14;1074980196;62.245.79.103;1b84ee689613710e37168246f658eabb;/ls/sety.php?id=164;
11;1074980201;212.90.228.75;b254b0b92afb0c96a412ad4935964b5c;/ls/preber.php;http://www.shop2.cz/ls/?id=12
12;1074980184;160.218.40.10;c3de072e2bd95930717b3ea679c36942;/poradna/?&tema_id=17&pozice=100;
10;1074980202;212.20.104.175;e99cbf7336eec2cf69c06808da76e906;/findp/preber3.php;http://shop1.cz/findp/?id=3
11;1074980202;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/dt/?c=14749;http://www.shop2.cz/ls/?&id=36&view=2,4,5&pozice=40
11;1074980201;212.90.228.75;b254b0b92afb0c96a412ad4935964b5c;/ls/?filtr=8&id=12&sort=&view=2,3,4,5,8;http://www.shop2.cz/ls/?id=12
10;1074980203;62.84.131.158;0da0a29cd97244ae7e5c85556310c49f;/poradna/index.php?th=25451&ths=1;
14;1074980203;212.80.76.102;b752de1e51c92d731907e5b47897a244;/;
14;1074980203;212.80.76.102;b752de1e51c92d731907e5b47897a244;/;
15;1074980202;80.188.170.212;58fbcb8e06cb275bffd0139bef893f9f;/dt/?c=12217;
10;1074980202;212.20.104.175;e99cbf7336eec2cf69c06808da76e906;/ls/?&p_1=5+Mpix.&p_9=3&p_9_=>&p_20=ano&p_21=ano&id=3&&aktul=0;http://shop1.cz/findp/?id=3
12;1074980204;194.108.232.219;00d18c02fa74bee8787cf293cf46355d;/dt/?c=14542;http://www.shop3.cz/ls/sety.php?id=166
11;1074980203;212.90.228.75;b254b0b92afb0c96a412ad4935964b5c;/ls/index.php?&id=12&view=2,3,4,5,8&filtr=8;http://www.shop2.cz/ls/?id=12
10;1074980203;213.235.137.71;112edbf78316139ded781150a51867f8;/ls/?&id=3&view=1,9,11,29,35&pozice=60;http://www.shop1.cz/ls/?&id=3&view=1,9,11,29,35&pozice=40
14;1074980203;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/ls/?id=108;http://www.shop4.cz/ct/?c=504
14;1074980203;212.11.116.208;5834c601db07ed7ddc1367526882c964;/ls/index.php?&id=51&view=1,2,3,4,6,21,10&sort=,4;http://www.shop4.cz/ls/?id=51
15;1074980204;212.90.242.150;8c8ca619f95b96da0b74a9b516b177bd;/ls/?id=75;http://www.shop5.cz/ls/?id=76
15;1074980204;194.228.79.34;a35471062bb9d332e15c7ea558c05a65;/ct/?c=173;http://www.shop5.cz/
11;1074980206;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/dt/?c=9609;http://www.shop2.cz/ls/?&id=36&view=2,4,5&pozice=40
12;1074980204;194.228.171.173;04f96012314fa0da06b171ad7fab38df;/ls/?id=30&sort=13;http://www.shop3.cz/dt/?c=9480
14;1074980206;213.235.129.210;0f79a1ffd677f199f0737413331f87cf;/ls/index.php?&id=108&view=1,2,4,5,7&filtr=106;http://www.shop4.cz/ls/?id=108
10;1074980207;213.233.66.82;711324ed97b629c6348d94de48764885;/poradna/?th=4421&ths=1;http://www.google.com/search?hl=ro&ie=UTF-8&oe=UTF-8&q=Medion+MD+5975+driver&btnG=Caut%C4%83&lr=
10;1074980208;212.11.96.53;7bde2f1f5727b9e3871682b8b5338a47;/txt/?c=546;http://www.shop1.cz/
15;1074980209;212.90.242.150;8c8ca619f95b96da0b74a9b516b177bd;/ls/preber.php;http://www.shop5.cz/ls/?id=75
10;1074980208;212.20.104.175;e99cbf7336eec2cf69c06808da76e906;/ls/index.php?&id=3&p_1=5%20Mpix.&p_9=3&p_9_=>&p_20=ano&p_21=ano&view=1,9,11,29,35&sort=,4;http://shop1.cz/ls/?&p_1=5+Mpix.&p_9=3&p_9_=>&p_20=ano&p_21=ano&id=3&&aktul=0
14;1074980209;62.209.240.190;baa679fca7340db5f8ad3566050e3b73;/ls/index.php?&id=46&view=1,2,3,6,4,16,5,12&filtr=33;http://www.shop4.cz/ls/index.php?&id=46&view=1,2,3,6,4,16,5,12&filtr=231
11;1074980210;213.220.196.171;1be11363297ad8a0152a8cad4f417c80;/dt/obr.php?id=11027;
14;1074980209;212.11.116.208;5834c601db07ed7ddc1367526882c964;/setp/?&id=51&view=1,2,3,4,6,21,10&sort=,4;http://www.shop4.cz/ls/index.php?&id=51&view=1,2,3,4,6,21,10&sort=,4
15;1074980209;212.90.242.150;8c8ca619f95b96da0b74a9b516b177bd;/ls/?filtr=8&id=75&sort=&view=6,9,21,29;http://www.shop5.cz/ls/?id=75
14;1074980210;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/dt/?c=3987;http://www.shop4.cz/ct/?c=169
